1514851200000	251
1514851200000	70
1514851200000	227
1514851200000	130
1514851200000	84
1514851200000	96
1514851200000	303
1514851200000	674
1514851200000	813
1514851200000	670
1514851200000	784
1514851200000	539
1514937600000	512
1514937600000	295
1514937600000	255
1514937600000	145
1514937600000	77
1514937600000	104
1514937600000	344
1514937600000	781
1514937600000	941
1514937600000	931
1514937600000	1100
1514937600000	939
1515024000000	419
1515024000000	422
1515024000000	283
1515024000000	130
1515024000000	104
1515024000000	132
1515024000000	358
1515024000000	767
1515024000000	776
1515024000000	633
1515024000000	699
1515024000000	425
1515110400000	388
1515110400000	500
1515110400000	421
1515110400000	236
1515110400000	113
1515110400000	153
1515110400000	510
1515110400000	1077
1515110400000	1314
1515110400000	938
1515110400000	1286
1515110400000	862
1515196800000	281
1515196800000	342
1515196800000	292
1515196800000	155
1515196800000	108
1515196800000	95
1515196800000	298
1515196800000	546
1515196800000	395
1515196800000	204
1515196800000	119
1515196800000	60
1515283200000	72
1515283200000	29
1515283200000	27
1515283200000	19
1515283200000	16
1515283200000	18
1515283200000	47
1515283200000	196
1515283200000	287
1515283200000	208
1515283200000	126
1515283200000	142
1515369600000	450
1515369600000	137
1515369600000	179
1515369600000	109
1515369600000	53
1515369600000	79
1515369600000	283
1515369600000	824
1515369600000	896
1515369600000	996
1515369600000	754
1515369600000	1020
1515456000000	517
1515456000000	559
1515456000000	370
1515456000000	202
1515456000000	101
1515456000000	101
1515456000000	379
1515456000000	1000
1515456000000	1310
1515456000000	1113
1515456000000	563
1515456000000	662
1515542400000	417
1515542400000	320
1515542400000	246
1515542400000	128
1515542400000	67
1515542400000	72
1515542400000	233
1515542400000	631
1515542400000	916
1515542400000	588
1515542400000	630
1515542400000	811
1515628800000	457
1515628800000	337
1515628800000	247
1515628800000	135
1515628800000	61
1515628800000	89
1515628800000	449
1515628800000	926
1515628800000	1159
1515628800000	890
1515628800000	568
1515628800000	485
1515715200000	421
1515715200000	354
1515715200000	475
1515715200000	228
1515715200000	139
1515715200000	157
1515715200000	465
1515715200000	823
1515715200000	866
1515715200000	983
1515715200000	712
1515715200000	465
1515801600000	310
1515801600000	286
1515801600000	383
1515801600000	236
1515801600000	111
1515801600000	120
1515801600000	308
1515801600000	511
1515801600000	294
1515801600000	136
1515801600000	179
1515801600000	365
1515888000000	176
1515888000000	220
1515888000000	195
1515888000000	120
1515888000000	84
1515888000000	61
1515888000000	142
1515888000000	416
1515888000000	592
1515888000000	400
1515888000000	172
1515888000000	91
1515974400000	88
1515974400000	103
1515974400000	169
1515974400000	87
1515974400000	59
1515974400000	63
1515974400000	187
1515974400000	473
1515974400000	602
1515974400000	468
1515974400000	306
1515974400000	215
1516060800000	264
1516060800000	421
1516060800000	322
1516060800000	178
1516060800000	97
1516060800000	94
1516060800000	346
1516060800000	886
1516060800000	985
1516060800000	947
1516060800000	749
1516060800000	325
1516147200000	220
1516147200000	150
1516147200000	181
1516147200000	96
1516147200000	57
1516147200000	86
1516147200000	314
1516147200000	980
1516147200000	1013
1516147200000	1202
1516147200000	865
1516147200000	524
1516233600000	352
1516233600000	368
1516233600000	128
1516233600000	47
1516233600000	27
1516233600000	32
1516233600000	63
1516233600000	157
1516233600000	204
1516233600000	283
1516233600000	200
1516233600000	268
1516320000000	311
1516320000000	167
1516320000000	278
1516320000000	146
1516320000000	91
1516320000000	94
1516320000000	383
1516320000000	836
1516320000000	905
1516320000000	753
1516320000000	563
1516320000000	513
1516406400000	369
1516406400000	254
1516406400000	373
1516406400000	212
1516406400000	114
1516406400000	125
1516406400000	330
1516406400000	490
1516406400000	257
1516406400000	359
1516406400000	405
1516406400000	469
1516492800000	226
1516492800000	358
1516492800000	269
1516492800000	185
1516492800000	96
1516492800000	84
1516492800000	174
1516492800000	290
1516492800000	494
1516492800000	524
1516492800000	320
1516492800000	218
1516579200000	291
1516579200000	245
1516579200000	322
1516579200000	128
1516579200000	72
1516579200000	100
1516579200000	401
1516579200000	695
1516579200000	939
1516579200000	1001
1516579200000	704
1516579200000	497
1516665600000	485
1516665600000	472
1516665600000	359
1516665600000	163
1516665600000	92
1516665600000	117
1516665600000	361
1516665600000	1060
1516665600000	1173
1516665600000	940
1516665600000	704
1516665600000	576
1516752000000	453
1516752000000	409
1516752000000	392
1516752000000	210
1516752000000	118
1516752000000	149
1516752000000	537
1516752000000	953
1516752000000	991
1516752000000	917
1516752000000	728
1516752000000	532
1516838400000	500
1516838400000	549
1516838400000	412
1516838400000	194
1516838400000	117
1516838400000	156
1516838400000	498
1516838400000	935
1516838400000	1119
1516838400000	956
1516838400000	969
