1519862400000	76
1519862400000	128
1519862400000	62
1519862400000	43
1519862400000	17
1519862400000	14
1519862400000	39
1519862400000	110
1519862400000	148
1519862400000	167
1519862400000	119
1519862400000	62
1520467200000	7
1520467200000	12
1520467200000	13
1520467200000	4
1520467200000	3
1520467200000	9
1520467200000	23
1520467200000	24
1520467200000	31
1520467200000	17
1520467200000	12
1521072000000	8
1521072000000	7
1521072000000	2
1521072000000	1
1521072000000	1
1521072000000	1
1521072000000	2
1521072000000	8
1521072000000	15
1521072000000	11
1521072000000	2
1521072000000	3
1521676800000	9
1521676800000	18
1521676800000	6
1521676800000	2
1521676800000	3
1521676800000	4
1521676800000	3
1521676800000	7
1521676800000	18
1521676800000	12
1521676800000	13
1521676800000	9
1522281600000	4
1522281600000	5
1522281600000	5
1522281600000	2
1522281600000	1
1522281600000	7
1522281600000	12
1522281600000	13
1522281600000	3
1522281600000	4
1522886400000	1
1522886400000	3
1522886400000	3
1522886400000	20
1522886400000	2
1522886400000	2
1522886400000	5
1522886400000	8
1522886400000	5
1522886400000	3
1522886400000	3
